subject,predicate,object
Flour_soy_defatted,recommendedFor,Teratozoospermia
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Migraine_Disorders
Beeftenderloin_steak_raw,recommendedFor,Ventricular_Dysfunction__Left
Cheese_feta_whole_milk_crumbled,recommendedFor,Hypocalcemia
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Diabetic_Cardiomyopathies
Peanuts_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Flaxseed_ground,recommendedFor,Osteoporosis
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Hypoparathyroidism
Blackeye_pea_dry,recommendedFor,Weight_Loss
Flour_quinoa,recommendedFor,Hypokalemic_Periodic_Paralysis
Beans_Dry_Small_White_0_moisture,recommendedFor,Renal_Insufficiency
Restaurant_Latino_tamale_pork,recommendedFor,Sinus_Arrest__Cardiac
Beans_Dry_Pinto_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Khorasan_grain_dry_raw,recommendedFor,Edema
Figs_dried_uncooked,recommendedFor,Nerve_Degeneration
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Dysgeusia
Chia_seeds_dry_raw,recommendedFor,Brain_Injuries
Egg_whole_dried,recommendedFor,Melanoma
Flour_amaranth,recommendedFor,Diabetic_Ketoacidosis
Nuts_pistachio_nuts_raw,recommendedFor,Periodontitis
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Diabetes_Mellitus__Type_2
Flour_buckwheat,recommendedFor,Heart_Failure
Mushroom_beech,recommendedFor,Heart_Failure
Tomatoes_crushed_canned,recommendedFor,Anemia__Iron_Deficiency
Squid_calamari_frozen_tubes_only,recommendedFor,Heart_Diseases
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Asthma
Cheese_parmesan_grated_refrigerated,contraindicatedFor,Atherosclerosis
Blackberries_raw,highIn,Fiber
Pork_loin_tenderloin_boneless_raw,recommendedFor,Hypokalemia
Peas_green_sweet_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Ventricular_Fibrillation
Seeds_sunflower_seed_kernel_raw,recommendedFor,Prenatal_Injuries
Peas_green_sweet_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Tachycardia
Flour_soy_defatted,recommendedFor,Hyperplasia
Sausage_turkey_breakfast_links_mild_raw,highIn,Vitamin_B6
Farro_pearled_dry_raw,recommendedFor,COVID_19
Egg_whole_raw_frozen_pasteurized,recommendedFor,Neurologic_Manifestations
Flour_amaranth,recommendedFor,Seizures
Flour_cassava,recommendedFor,Nephrolithiasis
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Intestinal_Diseases
Cabbage_bok_choy_raw,22-rdf-syntax-ns#type,Food
Beans_Dry_Small_White_0_moisture,recommendedFor,Nerve_Compression_Syndromes
Beans_Dry_Pinto_0_moisture,recommendedFor,Nephrolithiasis
Flour_soy_defatted,recommendedFor,Polyradiculopathy
Kiwifruit_green_raw,contraindicatedFor,Diabetes_Mellitus
Cheese_swiss,recommendedFor,Heart_Diseases
Egg_whole_dried,recommendedFor,Cholestasis__Extrahepatic
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Ventricular_Dysfunction__Left
Mushroom_pioppini,22-rdf-syntax-ns#type,Food
Magnesium,treats,Tachycardia__Ectopic_Atrial
Flaxseed_ground,recommendedFor,Anemia
Scallops_sea_frozen_wild_caught,recommendedFor,Heart_Diseases
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Proteinuria
Bison_ground_raw,recommendedFor,Disease_Susceptibility
Flour_chestnut,recommendedFor,Diabetes_Mellitus
Egg_white_raw_frozen_pasteurized,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Plantains_underripe_raw,recommendedFor,Diabetes_Mellitus
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Colitis
Lentils_dry,recommendedFor,Tremor
Cheese_American_restaurant,contraindicatedFor,Atherosclerosis
Cheese_swiss,recommendedFor,Ventricular_Dysfunction__Left
Flour_amaranth,recommendedFor,Nephrocalcinosis
Nuts_almonds_dry_roasted_with_salt_added,highIn,Sodium
Flour_soy_defatted,recommendedFor,Atherosclerosis
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Cognition_Disorders
Bison_ground_raw,recommendedFor,Hyperkinesis
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Tachycardia
Arugula_baby_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Wild_rice_dry_raw,recommendedFor,Acute_Kidney_Injury
Flour_spelt_whole_grain,highIn,Carbohydrate
Bread_wholewheat_commercially_prepared,highIn,Magnesium
Beans_Dry_Red_0_moisture,recommendedFor,Tremor
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Movement_Disorders
Flour_wheat_allpurpose_enriched_bleached,recommendedFor,Anemia
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Respiratory_Tract_Diseases
Bison_ground_raw,recommendedFor,Neural_Tube_Defects
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Hypertension
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Pain
Beans_Dry_Carioca_0_moisture,recommendedFor,Drug_Overdose
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Nephrocalcinosis
Peas_green_sweet_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Arrhythmias__Cardiac
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Kidney_Diseases__Cystic
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Parasomnias
Sauce_salsa_readytoserve,recommendedFor,Heart_Diseases
Buckwheat_whole_grain,recommendedFor,Parasomnias
Pork_cured_bacon_cooked_restaurant,recommendedFor,Kidney_Diseases
Flaxseed_ground,recommendedFor,Inflammation
Scallops_bay_Patagonian_frozen_wild_caught,recommendedFor,Tachycardia
Beans_Dry_Cranberry_0_moisture,recommendedFor,Hypotension
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Arthralgia
Chia_seeds_dry_raw,recommendedFor,Insulin_Resistance
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Peripheral_Nervous_System_Diseases
Cheese_cotija_solid,recommendedFor,Hypocalcemia
Lentils_dry,recommendedFor,Carcinoma__Squamous_Cell
Cheese_monterey_jack_solid,recommendedFor,Heart_Defects__Congenital
Nuts_cashew_nuts_raw,recommendedFor,Hypotension
Rice_white_long_grain_unenriched_raw,22-rdf-syntax-ns#type,Food
Mushroom_enoki,recommendedFor,Diabetic_Ketoacidosis
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Kidney_Diseases
Beef_short_loin_NY_strip_steak_raw,highIn,Zinc
Flour_amaranth,recommendedFor,Renal_Insufficiency
Cheese_parmesan_grated,contraindicatedFor,Hypertension
Fish_haddock_raw,contraindicatedFor,Heart_Failure
Beans_Dry_Red_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Beans_Dry_Black_0_moisture,recommendedFor,Parasomnias
Tomato_sauce_canned_with_salt_added,recommendedFor,Water_Electrolyte_Imbalance
Flour_soy_fullfat,recommendedFor,Brain_Injuries
Flaxseed_ground,recommendedFor,Water_Electrolyte_Imbalance
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,highIn,Zinc
Flour_rye,recommendedFor,Cholestasis
Flour_rye,recommendedFor,Atrial_Fibrillation
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Renal_Insufficiency
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Proteinuria
Cheese_oaxaca_solid,recommendedFor,Polycystic_Ovary_Syndrome
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Osteoporosis
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Arrhythmias__Cardiac
Cheese_provolone_sliced,recommendedFor,Diabetic_Cardiomyopathies
Cheese_American_restaurant,recommendedFor,Colitis
Beans_Dry_Brown_0_moisture,recommendedFor,Disease_Models__Animal
Almond_butter_creamy,recommendedFor,Heart_Defects__Congenital
Peanuts_raw,recommendedFor,Teratozoospermia
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Diabetes_Mellitus
Egg_white_dried,recommendedFor,Cardiomyopathies
Flour_potato,highIn,Magnesium
Beet_greens_raw,highIn,Iron
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Kidney_Diseases
Flour_barley,recommendedFor,Tachycardia__Supraventricular
Einkorn_grain_dry_raw,recommendedFor,Hepatomegaly
Collards_raw,recommendedFor,Neurologic_Manifestations
Lentils_dry,recommendedFor,Splenic_Diseases
Snow_crab_legs_only_frozen__,recommendedFor,Edema
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Dysgeusia
Ham_sliced_restaurant,recommendedFor,Hypokalemic_Periodic_Paralysis
Plantains_overripe_raw,recommendedFor,Hypertension
Flour_amaranth,recommendedFor,Nerve_Compression_Syndromes
Flour_chestnut,recommendedFor,Heart_Diseases
Blackeye_pea_canned_sodium_added_drained_and_rinsed,recommendedFor,Hypotension
Scallops_bay_Patagonian_frozen_wild_caught,recommendedFor,Arrhythmias__Cardiac
Beet_greens_raw,recommendedFor,Migraine_Disorders
Peanut_butter_creamy,recommendedFor,Hepatomegaly
Beans_Dry_Cranberry_0_moisture,recommendedFor,Torsades_de_Pointes
Flour_cassava,recommendedFor,Hyperglycemia
Plantains_overripe_raw,highIn,Carbohydrate
Beans_Dry_Pinto_0_moisture,recommendedFor,Hyperglycemia
Flour_quinoa,recommendedFor,Protein_Deficiency
Heart_Failure,22-rdf-syntax-ns#type,Disease
Beans_Dry_Tan_0_moisture,recommendedFor,Tachycardia__Ventricular
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Weight_Gain
Sugar,22-rdf-syntax-ns#type,Nutrient
Flour_rye,recommendedFor,Hyperalgesia
Beans_Dry_Cranberry_0_moisture,highIn,Potassium
Hummus_commercial,recommendedFor,Renal_Insufficiency
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Asthma
Sweet_potatoes_orange_flesh_without_skin_raw,recommendedFor,Water_Electrolyte_Imbalance
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Cell_Transformation__Neoplastic
Nuts_cashew_nuts_raw,highIn,Potassium
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Necrosis
Figs_dried_uncooked,recommendedFor,Polyradiculopathy
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Hypertension
Nuts_pistachio_nuts_raw,predictedFor,Dysgeusia
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Neoplasms
Flour_semolina_fine,highIn,Carbohydrate
Mahi_mahi_frozen_wild_caught,recommendedFor,Hypomagnesemia_primary
Farro_pearled_dry_raw,recommendedFor,Weight_Loss
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Intestinal_Diseases
Flour_whole_wheat_unenriched,recommendedFor,Esophageal_Neoplasms
Beans_Dry_Small_Red_0_moisture,recommendedFor,Tachycardia__Ectopic_Atrial
Nuts_pine_nuts_raw,recommendedFor,Cardiovascular_Diseases
Pawpaw_peeled_seeded_raw,highIn,Sugar
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Movement_Disorders
Tachycardia__Ectopic_Atrial,22-rdf-syntax-ns#type,Disease
Peanut_butter_creamy,recommendedFor,Hemorrhage
Nuts_almonds_whole_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Nuts_pine_nuts_raw,recommendedFor,Hepatolenticular_Degeneration
Flaxseed_ground,recommendedFor,Rhabdomyolysis
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hypocalcemia
Flour_soy_fullfat,recommendedFor,Insulin_Resistance
Beans_Dry_Red_0_moisture,highIn,Magnesium
Mushroom_lions_mane,recommendedFor,Hypokalemia
Flour_oat_whole_grain,recommendedFor,Seizures
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Osteoporosis
Chickpeas_garbanzo_beans_bengal_gram_dry,22-rdf-syntax-ns#type,Food
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Hyperparathyroidism__Secondary
Sesame_butter_creamy,recommendedFor,Cardiovascular_Diseases
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Weight_Gain
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Tremor
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Autistic_Disorder
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Zinc,treats,Edema
Figs_dried_uncooked,recommendedFor,Muscle_Weakness
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Inflammation
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Peptic_Ulcer
Peanuts_raw,recommendedFor,Muscle_Weakness
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Heart_Diseases
Apple_juice_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Diabetes_Mellitus
Egg_whole_dried,recommendedFor,Leukemia
Cheese_queso_fresco_solid,recommendedFor,Disease_Models__Animal
Grape_juice_purple_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Diabetes_Mellitus
Cheese_swiss,recommendedFor,Hypoparathyroidism
Cheese_cotija_solid,22-rdf-syntax-ns#type,Food
Wild_rice_dry_raw,recommendedFor,Craniofacial_Abnormalities
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Hyperlipidemias
Peanuts_raw,recommendedFor,Esophageal_Neoplasms
Farro_pearled_dry_raw,recommendedFor,Gastrointestinal_Diseases
Seeds_sunflower_seed_kernel_raw,recommendedFor,Anemia
Blackeye_pea_dry,recommendedFor,Pain
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Water_Electrolyte_Imbalance
Bread_wholewheat_commercially_prepared,recommendedFor,Tachycardia__Ectopic_Atrial
Cheese_cotija_solid,predictedFor,Autistic_Disorder
Flour_soy_defatted,recommendedFor,Cardiomyopathies
Nuts_walnuts_English_halves_raw,recommendedFor,Weight_Loss
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Ventricular_Dysfunction__Left
Almond_butter_creamy,recommendedFor,Neurologic_Manifestations
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Arrhythmias__Cardiac
Cheese_parmesan_grated,recommendedFor,Water_Electrolyte_Imbalance
Beans_Dry_Small_White_0_moisture,recommendedFor,Cardiotoxicity
Cheese_monterey_jack_solid,recommendedFor,Neural_Tube_Defects
Cheese_feta_whole_milk_crumbled,highIn,Sodium
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Yogurt_plain_nonfat,recommendedFor,Periodontitis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Intestinal_Diseases
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Diabetic_Cardiomyopathies
Bradycardia,22-rdf-syntax-ns#type,Disease
Nuts_pine_nuts_raw,recommendedFor,Paralysis
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Hemorrhage
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Lung_Injury
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Diabetes_Mellitus
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Developmental_Disabilities
Arugula_baby_raw,recommendedFor,Hypotension
Peanut_butter_creamy,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Nuts_walnuts_English_halves_raw,recommendedFor,Substance_Withdrawal_Syndrome
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Movement_Disorders
Pork_chop_center_cut_raw,highIn,Protein
Cheese_American_restaurant,22-rdf-syntax-ns#type,Food
Sesame_butter_creamy,recommendedFor,Paralysis
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Pain
Flour_coconut,recommendedFor,Liver_Diseases
Beans_Dry_Pinto_0_moisture,recommendedFor,Hypertension
Cheese_parmesan_grated_refrigerated,recommendedFor,Diabetic_Cardiomyopathies
Peanut_butter_creamy,recommendedFor,Nerve_Degeneration
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Splenic_Diseases
Beans_Dry_Cranberry_0_moisture,recommendedFor,Fever
Flour_rye,predictedFor,Drug_Overdose
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Cell_Transformation__Neoplastic
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Necrosis
Potatoes_red_without_skin_raw,recommendedFor,Arthralgia
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Inflammation
Mushroom_maitake,recommendedFor,Multiple_Sclerosis
Cream_cheese_full_fat_block,recommendedFor,Polyradiculopathy
Flour_coconut,highIn,Fat
Flour_barley,recommendedFor,Ventricular_Fibrillation
Cheese_oaxaca_solid,recommendedFor,Urinary_Bladder_Diseases
Seeds_sunflower_seed_kernel_raw,recommendedFor,Water_Electrolyte_Imbalance
recommendedFor,rdf-schema#domain,Food
Flour_barley,recommendedFor,Tachycardia
Flour_spelt_whole_grain,recommendedFor,Substance_Withdrawal_Syndrome
Flour_quinoa,recommendedFor,Hepatomegaly
Mushroom_pioppini,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Cardiovascular_Diseases
Cheese_oaxaca_solid,recommendedFor,Prostatic_Neoplasms
Peas_green_sweet_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Kidney_Diseases__Cystic
Beef_round_top_round_boneless_choice_raw,recommendedFor,Acute_Kidney_Injury
Chia_seeds_dry_raw,recommendedFor,Acrodermatitis
Beet_greens_raw,recommendedFor,Vasospasm__Intracranial
Oats_whole_grain_steel_cut,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Water_Electrolyte_Imbalance
Millet_whole_grain,recommendedFor,Infant_Death
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Hyperglycemia
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Splenic_Diseases
Flour_whole_wheat_unenriched,recommendedFor,Dysgeusia
Figs_dried_uncooked,recommendedFor,Pulpitis
Flaxseed_ground,recommendedFor,Parasomnias
Nuts_pine_nuts_raw,recommendedFor,Melanoma
Mahi_mahi_frozen_wild_caught,recommendedFor,Acute_Kidney_Injury
Tomatoes_crushed_canned,recommendedFor,Cholestasis
Millet_whole_grain,recommendedFor,Fasciculation
Beans_Dry_Light_Tan_0_moisture,22-rdf-syntax-ns#type,Food
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Bradycardia
Beef_flank_steak_boneless_choice_raw,recommendedFor,Carcinoma__Squamous_Cell
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Sinus_Arrest__Cardiac
Plantains_ripe_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Flour_soy_fullfat,recommendedFor,Hyperalgesia
Crustaceans_shrimp_farm_raised_raw,highIn,Sodium
Beans_Dry_Pink_0_moisture,recommendedFor,Peripheral_Nervous_System_Diseases
Flour_quinoa,recommendedFor,Hemorrhage
Beef_top_sirloin_steak_raw,recommendedFor,Cell_Transformation__Neoplastic
Beef_top_sirloin_steak_raw,recommendedFor,Necrosis
Flour_amaranth,recommendedFor,Cardiotoxicity
Flour_wheat_allpurpose_enriched_bleached,recommendedFor,Parasomnias
Lentils_dry,recommendedFor,Tachycardia__Ectopic_Atrial
Beans_Dry_Tan_0_moisture,recommendedFor,Kidney_Diseases
Cheese_cotija_solid,highIn,Sodium
Egg_white_dried,recommendedFor,Magnesium_Deficiency
Bulgur_dry_raw,highIn,Vitamin_B6
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Heart_Diseases
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Stomach_Ulcer
Nuts_pine_nuts_raw,recommendedFor,Cholestasis__Extrahepatic
Nuts_brazilnuts_raw,recommendedFor,Craniofacial_Abnormalities
Flour_barley,recommendedFor,Arrhythmias__Cardiac
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Hypotension
Plantains_underripe_raw,recommendedFor,Hypokalemia
Flour_almond,recommendedFor,Periodontitis
Beans_Dry_Red_0_moisture,recommendedFor,Tachycardia__Ectopic_Atrial
Butter_stick_unsalted,highIn,Cholesterol
Blackeye_pea_dry,recommendedFor,Autistic_Disorder
Egg_whole_dried,recommendedFor,Liver_Diseases
Spinach_baby,recommendedFor,Hypokalemic_Periodic_Paralysis
Lamb_ground_raw,recommendedFor,Multiple_Myeloma
Sausage_pork_chorizo_link_or_ground_cooked_panfried,recommendedFor,Autistic_Disorder
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Ventricular_Dysfunction__Left
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Acute_Kidney_Injury
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Hepatomegaly
Beans_Dry_Carioca_0_moisture,recommendedFor,Weight_Gain
Scallops_bay_Patagonian_frozen_wild_caught,recommendedFor,Kidney_Diseases__Cystic
Insulin_Resistance,22-rdf-syntax-ns#type,Disease
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Paralysis
Einkorn_grain_dry_raw,recommendedFor,Teratozoospermia
Seeds_sunflower_seed_kernel_raw,recommendedFor,Rhabdomyolysis
Chia_seeds_dry_raw,recommendedFor,Major_Depressive_Disorder
Snow_crab_legs_only_frozen__,recommendedFor,Hyperemia
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Brain_Injuries
Chickpeas_garbanzo_beans_bengal_gram_dry,highIn,Zinc
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Seizures
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Kidney_Diseases
Beans_Dry_Pink_0_moisture,recommendedFor,Dysgeusia
Beans_Dry_Tan_0_moisture,recommendedFor,Neoplasms
Flour_coconut,recommendedFor,Glioma
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Peptic_Ulcer
Peanut_butter_creamy,recommendedFor,Teratozoospermia
Flour_sorghum,recommendedFor,Hyperkinesis
Blackeye_pea_dry,recommendedFor,Hyperlipidemias
Blackeye_pea_dry,recommendedFor,Infant_Death
Beans_Dry_Pink_0_moisture,highIn,Iron
Nuts_pine_nuts_raw,predictedFor,Osteoporosis__Postmenopausal
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Autistic_Disorder
Blackeye_pea_dry,recommendedFor,Fasciculation
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Hypoparathyroidism
Pears_raw_bartlett,highIn,Sugar
Farro_pearled_dry_raw,recommendedFor,Pain
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Multiple_Myeloma
Beans_navy_canned_sodium_added_drained_and_rinsed,recommendedFor,Tachycardia
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Nephrocalcinosis
Avocado_Hass_peeled_raw,recommendedFor,Nerve_Degeneration
Flour_soy_fullfat,recommendedFor,Acrodermatitis
Flour_quinoa,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Nuts_walnuts_English_halves_raw,recommendedFor,Peptic_Ulcer
Protein,22-rdf-syntax-ns#type,Nutrient
Bulgur_dry_raw,recommendedFor,Torsades_de_Pointes
Rice_black_unenriched_raw,recommendedFor,Hyperalgesia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Prenatal_Injuries
Plantains_overripe_raw,recommendedFor,Diabetic_Ketoacidosis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Hypomagnesemia_primary
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,highIn,Potassium
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Infant_Death
Flour_whole_wheat_unenriched,recommendedFor,Lung_Injury
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Hyperglycemia
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Diabetes_Mellitus__Type_2
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Fasciculation
Cream_sour_full_fat,recommendedFor,Arrhythmias__Cardiac
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Disease_Models__Animal
Nuts_pistachio_nuts_raw,recommendedFor,Bone_Diseases
Brussels_sprouts_raw,recommendedFor,Arthralgia
Snow_crab_legs_only_frozen__,recommendedFor,COVID_19
Einkorn_grain_dry_raw,recommendedFor,Atherosclerosis
Tomato_puree_canned,recommendedFor,Hypokalemia
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Renal_Insufficiency
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Diabetic_Ketoacidosis
Peanuts_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Prostatic_Neoplasms
Halibut_frozen_wild_caught,recommendedFor,Acute_Kidney_Injury
Flour_cassava,recommendedFor,Drug_Overdose
Pork_belly_with_skin_raw,highIn,Fat
Khorasan_grain_dry_raw,recommendedFor,Weight_Loss
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Insulin_Resistance
Beans_Dry_Pinto_0_moisture,recommendedFor,Drug_Overdose
Einkorn_grain_dry_raw,recommendedFor,Muscle_Weakness
Sesame_butter_creamy,recommendedFor,Hyperplasia
Beans_navy_canned_sodium_added_drained_and_rinsed,recommendedFor,Arrhythmias__Cardiac
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Nuts_walnuts_English_halves_raw,recommendedFor,Pain
Beef_round_top_round_boneless_choice_raw,recommendedFor,Craniofacial_Abnormalities
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Proteinuria
Flour_soy_fullfat,recommendedFor,Major_Depressive_Disorder
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Peanut_butter_creamy,recommendedFor,Muscle_Weakness
Nuts_brazilnuts_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Beans_Dry_Carioca_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Cheese_feta_whole_milk_crumbled,recommendedFor,Weight_Gain
Cheese_ricotta_whole_milk,recommendedFor,Peptic_Ulcer
Lentils_dry,recommendedFor,Heart_Failure
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Testicular_Diseases
Milk_whole_325_milkfat_with_added_vitamin_D,recommendedFor,Hypotension
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Nerve_Compression_Syndromes
Beef_top_sirloin_steak_raw,recommendedFor,Hyperglycemia
Beet_greens_raw,recommendedFor,Long_QT_Syndrome
Calcium,treats,Hypertension
Flour_semolina_fine,recommendedFor,Hyperkinesis
Beans_Dry_Small_Red_0_moisture,recommendedFor,Edema
